Approved symbol	Approved name	Previous symbols	Alias symbols
SLC22A17	solute carrier family 22 member 17		BOCT, BOIT, NGALR
SLC22A20P	solute carrier family 22 member 20, pseudogene	SLC22A20	Oat6, FLJ16331
SLC22A23	solute carrier family 22 member 23	C6orf85	FLJ22174
SLC22A24	solute carrier family 22 member 24		MGC34821, NET46
SLC22A25	solute carrier family 22 member 25		UST6, HIMTP, MGC120420
SLC22A31	solute carrier family 22 member 31		
SLC23A1	solute carrier family 23 member 1	SLC23A2	YSPL3, SVCT1
SLC23A2	solute carrier family 23 member 2	SLC23A1	SVCT2, KIAA0238, YSPL2
SLC23A3	solute carrier family 23 member 3		SVCT3, FLJ31168, Yspl1
SLC23A4P	solute carrier family 23 member 4, pseudogene	SLC23A4	
SLC24A1	solute carrier family 24 member 1		NCKX1, NCKX, RODX, KIAA0702, HsT17412, CSNB1D
SLC24A2	solute carrier family 24 member 2		NCKX2
SLC24A3	solute carrier family 24 member 3		
SLC24A3-AS1	SLC24A3 antisense RNA 1		
SLC24A3-AS2	SLC24A3 antisense RNA 2		
SLC24A4	solute carrier family 24 member 4		NCKX4
SLC24A5	solute carrier family 24 member 5		JSX, OCA6, NCKX5
SLC25A1	solute carrier family 25 member 1	SLC20A3	CTP, CIC
SLC25A1P1	solute carrier family 25 member 1 pseudogene 1		
SLC25A1P2	solute carrier family 25 member 1 pseudogene 2		
SLC25A1P3	solute carrier family 25 member 1 pseudogene 3		
SLC25A1P4	solute carrier family 25 member 1 pseudogene 4		
SLC25A1P5	solute carrier family 25 member 1 pseudogene 5		
SLC25A2	solute carrier family 25 member 2		ORNT2
SLC25A3	solute carrier family 25 member 3	PHC	PiC, PTP
SLC25A3P1	solute carrier family 25 member 3 pseudogene 1		FLJ40434
SLC25A3P2	solute carrier family 25 member 3 pseudogene 2		
SLC25A3P3	solute carrier family 25 member 3 pseudogene 3		
SLC25A4	solute carrier family 25 member 4	PEO3, PEO2, ANT1	T1, AAC1
SLC25A5	solute carrier family 25 member 5	ANT2	T2, 2F1, T3
SLC25A5-AS1	SLC25A5 antisense RNA 1		
SLC25A5P1	solute carrier family 25 member 5 pseudogene 1	ANTP3	bK250D10.4
SLC25A5P2	solute carrier family 25 member 5 pseudogene 2		LOC344371
SLC25A5P3	solute carrier family 25 member 5 pseudogene 3	ANTP1	
SLC25A5P4	solute carrier family 25 member 5 pseudogene 4		
SLC25A5P5	solute carrier family 25 member 5 pseudogene 5	ANTP5	TCAG_29001
SLC25A5P6	solute carrier family 25 member 5 pseudogene 6	ANTP6	
SLC25A5P7	solute carrier family 25 member 5 pseudogene 7	ANTP7	
SLC25A5P8	solute carrier family 25 member 5 pseudogene 8		
SLC25A5P9	solute carrier family 25 member 5 pseudogene 9		
SLC25A6	solute carrier family 25 member 6	ANT3	ANT3Y, MGC17525
SLC25A6P1	solute carrier family 25 member 6 pseudogene 1	SLC25A5L	dJ1065O2.2
SLC25A6P2	solute carrier family 25 member 6 pseudogene 2		
SLC25A6P3	solute carrier family 25 member 6 pseudogene 3		
SLC25A6P4	solute carrier family 25 member 6 pseudogene 4		
SLC25A6P5	solute carrier family 25 member 6 pseudogene 5		
SLC25A6P6	solute carrier family 25 member 6 pseudogene 6		
SLC25A10	solute carrier family 25 member 10	DIC	
SLC25A11	solute carrier family 25 member 11	SLC20A4	OGC
SLC25A12	solute carrier family 25 member 12		Aralar, aralar1, AGC1
SLC25A13	solute carrier family 25 member 13	CTLN2	CITRIN, ARALAR2
SLC25A14	solute carrier family 25 member 14		BMCP1, UCP5
SLC25A14P1	solute carrier family 25 member 14 pseudogene 1		
SLC25A15	solute carrier family 25 member 15	ORNT1, HHH	ORC1, lnc-HC, D13S327
SLC25A15P1	solute carrier family 25 member 15 pseudogene 1	SLC25A15P	SLC25A15PY1
SLC25A15P2	solute carrier family 25 member 15 pseudogene 2		
SLC25A15P3	solute carrier family 25 member 15 pseudogene 3		
SLC25A15P4	solute carrier family 25 member 15 pseudogene 4		
SLC25A15P5	solute carrier family 25 member 15 pseudogene 5		
SLC25A16	solute carrier family 25 member 16		GDA, D10S105E, HGT.1, ML7
SLC25A17	solute carrier family 25 member 17		PMP34
SLC25A18	solute carrier family 25 member 18		
SLC25A18P1	solute carrier family 25 member 18 pseudogene 1		
SLC25A19	solute carrier family 25 member 19	MCPHA	DNC, MUP1, TPC
SLC25A20	solute carrier family 25 member 20	CACT	CAC
SLC25A20P1	solute carrier family 25 member 20 pseudogene 1	CACTP, SLC25A20P	
SLC25A21	solute carrier family 25 member 21		ODC1, ODC
SLC25A21-AS1	SLC25A21 antisense RNA 1		
SLC25A21-AS2	SLC25A21 antisense RNA 2		
SLC25A22	solute carrier family 25 member 22		GC1, FLJ13044, NET44, EIEE3, GC-1
SLC25A23	solute carrier family 25 member 23		FLJ30339, MGC2615, APC2
SLC25A24	solute carrier family 25 member 24		DKFZp586G0123, APC1, SCAMC1, SCAMC-1
SLC25A24P1	SLC25A24 pseudogene 1		
SLC25A24P2	SLC25A24 pseudogene 2		
SLC25A25	solute carrier family 25 member 25		KIAA1896, PCSCL, MCSC
SLC25A25-AS1	SLC25A25 antisense RNA 1		HRCEG
SLC25A26	solute carrier family 25 member 26		SAMC
SLC25A27	solute carrier family 25 member 27		UCP4, FLJ33552
SLC25A28	solute carrier family 25 member 28		MRS3/4, MRS4L
SLC25A28-DT	SLC25A28 divergent transcript		
SLC25A29	solute carrier family 25 member 29	C14orf69	FLJ38975
SLC25A29-AS1	SLC25A29 antisense RNA 1		
SLC25A30	solute carrier family 25 member 30		
SLC25A30-AS1	SLC25A30 antisense RNA 1		
SLC25A31	solute carrier family 25 member 31		DKFZP434N1235, ANT4
SLC25A32	solute carrier family 25 member 32		MFTC
SLC25A33	solute carrier family 25 member 33		MGC4399, BMSC-MCP, PNC1
SLC25A34	solute carrier family 25 member 34		DKFZp781A10161
SLC25A34-AS1	SLC25A34 and TMEM82 antisense RNA 1		RP11-169K16.4
SLC25A35	solute carrier family 25 member 35		FLJ40217
SLC25A36	solute carrier family 25 member 36		FLJ10618, PNC2
SLC25A36P1	SLC25A36 pseudogene 1		
SLC25A37	solute carrier family 25 member 37		MSCP, MFRN, MFRN1, HT015
SLC25A38	solute carrier family 25 member 38		FLJ20551
SLC25A38P1	SLC25A38 pseudogene 1		
SLC25A39	solute carrier family 25 member 39		FLJ22407, CGI-69
SLC25A39P1	solute carrier family 25 member 39 pseudogene 1		
SLC25A39P2	SLC25A39 pseudogene 2		
SLC25A40	solute carrier family 25 member 40		MCFP
SLC25A41	solute carrier family 25 member 41		FLJ40442, MGC34725, APC4
SLC25A42	solute carrier family 25 member 42		MGC26694
SLC25A43	solute carrier family 25 member 43		
SLC25A44	solute carrier family 25 member 44		FLJ90431, KIAA0446
SLC25A45	solute carrier family 25 member 45		
SLC25A46	solute carrier family 25 member 46		
SLC25A47	solute carrier family 25 member 47	C14orf68	HDCMP
SLC25A47P1	solute carrier family 25 member 47 pseudogene 1		
SLC25A48	solute carrier family 25 member 48		FLJ44862
SLC25A48-AS1	SLC25A48 antisense RNA 1	LINC01959	
SLC25A51	solute carrier family 25 member 51	MCART1	MGC14836, CG7943
SLC25A51P1	SLC25A51 pseudogene 1	MCART3P	bA707M13.1
SLC25A51P2	SLC25A51 pseudogene 2	MCART4P	
SLC25A51P3	SLC25A51 pseudogene 3	MCART5P	
SLC25A51P4	SLC25A51 pseudogene 4		
SLC25A52	solute carrier family 25 member 52	MCART2	
SLC25A53	solute carrier family 25 member 53	MCART6	
SLC25A53P1	SLC25A53 pseudogene 1		
SLC26A1	solute carrier family 26 member 1		SAT-1, EDM4
SLC26A2	solute carrier family 26 member 2	DTD	DTDST
SLC26A3	solute carrier family 26 member 3	DRA, CLD	
SLC26A4	solute carrier family 26 member 4	DFNB4	PDS
SLC26A4-AS1	SLC26A4 antisense RNA 1		
SLC26A5	solute carrier family 26 member 5	PRES	DFNB61, PRESTIN
SLC26A5-AS1	SLC26A5 antisense RNA 1		
SLC26A6	solute carrier family 26 member 6		DKFZp586E1422
SLC26A7	solute carrier family 26 member 7		SUT2
SLC26A8	solute carrier family 26 member 8		TAT1
SLC26A9	solute carrier family 26 member 9		
SLC26A9-AS1	SLC26A9 and RAB7B antisense RNA 1		
SLC26A10P	solute carrier family 26 member 10, pseudogene	SLC26A10	
SLC26A11	solute carrier family 26 member 11		
SLC27A1	solute carrier family 27 member 1		FATP1, FATP, MGC71751, FLJ00336, ACSVL5
SLC27A2	solute carrier family 27 member 2	FACVL1	FATP2, hFACVL1, VLACS, VLCS, HsT17226, ACSVL1
SLC27A3	solute carrier family 27 member 3		FATP3, MGC4365, ACSVL3
SLC27A4	solute carrier family 27 member 4		FATP4, ACSVL4, FATP-4
SLC27A5	solute carrier family 27 member 5		FATP5, VLACSR, VLCS-H2, VLCSH2, FACVL3, FLJ22987, ACSVL6, ACSB
SLC27A6	solute carrier family 27 member 6		FATP6, VLCS-H1, FACVL2, ACSVL2
SLC28A1	solute carrier family 28 member 1		CNT1
SLC28A2	solute carrier family 28 member 2		CNT2, SPNT1, HCNT2, HsT17153
SLC28A2-AS1	SLC28A2 antisense RNA 1		AC051619.4
SLC28A3	solute carrier family 28 member 3		CNT3
SLC28A3-AS1	SLC28A3 regulatory antisense RNA 1		
SLC29A1	solute carrier family 29 member 1 (Augustine blood group)	ENT1	
SLC29A2	solute carrier family 29 member 2	ENT2, HNP36	DER12
SLC29A3	solute carrier family 29 member 3		ENT3, FLJ11160, hENT3
SLC29A4	solute carrier family 29 member 4		FLJ34923, ENT4
SLC29A4P1	solute carrier family 29 member 4 pseudogene 1		
SLC29A4P2	solute carrier family 29 member 4 pseudogene 2		
SLC30A1	solute carrier family 30 member 1	ZNT1	ZRC1
SLC30A2	solute carrier family 30 member 2	ZNT2	
SLC30A3	solute carrier family 30 member 3	ZNT3	
SLC30A4	solute carrier family 30 member 4	ZNT4	
SLC30A4-AS1	SLC30A4 antisense RNA 1		hLinfRNA4, RP11-519G16.3
SLC30A5	solute carrier family 30 member 5		ZTL1, ZnT-5, FLJ12496, FLJ12756, ZNT5, MGC5499, ZNTL1
SLC30A6	solute carrier family 30 member 6		FLJ31101, ZNT6
SLC30A6-DT	SLC30A6 divergent transcript		
SLC30A6P1	SLC30A6 pseudogene 1		
SLC30A7	solute carrier family 30 member 7		ZnTL2, ZNT7
SLC30A8	solute carrier family 30 member 8		ZnT-8, ZNT8
SLC30A9	solute carrier family 30 member 9	C4orf1	HUEL, ZNT9, GAC63
SLC30A10	solute carrier family 30 member 10		DKFZp547M236, ZnT-10, ZRC1, ZNT8, ZNT10
SLC31A1	solute carrier family 31 member 1	COPT1	hCTR1, CTR1
SLC31A1P1	solute carrier family 31 member 1 pseudogene 1	SLC31A1P	CTR1psi
SLC31A2	solute carrier family 31 member 2	COPT2	hCTR2, CTR2
SLC32A1	solute carrier family 32 member 1	VIAAT	VGAT, bA122O1.1
SLC33A1	solute carrier family 33 member 1	ACATN, SPG42	AT-1, AT1
SLC33A2	solute carrier family 33 member 2	MFSD3	
SLC34A1	solute carrier family 34 member 1	NPT2, SLC17A2	NAPI-3, NPTIIa, SLC11
SLC34A2	solute carrier family 34 member 2		NAPI-3B, NaPi-2b, NPTIIb, NaPi2b, NAPI-IIb
SLC34A3	solute carrier family 34 member 3		NPTIIc, FLJ38680, NaPi-2c, NPT2C
SLC35A1	solute carrier family 35 member A1		CMPST, hCST, CMP-Sia-Tr
SLC35A2	solute carrier family 35 member A2	UGALT	UGAT, UGT, UGT1, UGT2, UGTL, UDP-Gal-Tr
SLC35A3	solute carrier family 35 member A3		
SLC35A4	solute carrier family 35 member A4		
SLC35A5	solute carrier family 35 member A5		FLJ20730
SLC35B1	solute carrier family 35 member B1		UGTREL1, AXER
SLC35B2	solute carrier family 35 member B2		UGTrel4
SLC35B3	solute carrier family 35 member B3	C6orf196	CGI-19, dJ453H5.1, PAPST2
SLC35B4	solute carrier family 35 member B4		FLJ14697, YEA4
SLC35C1	solute carrier family 35 member C1		FUCT1, FLJ11320
SLC35C2P1	SLC35C2 pseudogene 1		
SLC35D1	solute carrier family 35 member D1		UGTREL7, KIAA0260
SLC35D2	solute carrier family 35 member D2		UGTrel8, SQV7L
SLC35D3	solute carrier family 35 member D3	FRCL1	
SLC35D4	solute carrier family 35 member D4	C18orf45,TMEM241	MGC11386, FLJ44259
SLC35E1	solute carrier family 35 member E1		FLJ14251
SLC35E1P1	solute carrier family 35 member E1 pseudogene 1		
SLC35E2A	solute carrier family 35 member E2A (pseudogene)	SLC35E2	KIAA0447, SLC35E2AP, SLC35E2P
SLC35E2B	solute carrier family 35 member E2B		
SLC35E3	solute carrier family 35 member E3		BLOV1
SLC35E4	solute carrier family 35 member E4		
SLC35F1	solute carrier family 35 member F1	C6orf169	dJ230I3.1
SLC35F2	solute carrier family 35 member F2		FLJ13018
SLC35F3	solute carrier family 35 member F3		FLJ37712
SLC35F3-AS1	SLC35F3 antisense RNA 1		
SLC35F4	solute carrier family 35 member F4	C14orf36	FLJ37712
SLC35F4-AS1	SLC35F4 antisense RNA 1		
SLC35F5	solute carrier family 35 member F5		FLJ22004
SLC35F6	solute carrier family 35 member F6	C2orf18	FLJ20555, ANT2BP, TANGO9
SLC35G1	solute carrier family 35 member G1	TMEM20	FLJ33990, C10orf60, POST
SLC35G2	solute carrier family 35 member G2	TMEM22	MGC3295, DKFZp564K2464
SLC35G3	solute carrier family 35 member G3	TMEM21A, AMAC1	FLJ40154
SLC35G4	solute carrier family 35 member G4	AMAC1L1, SLC35G4P	
SLC35G5	solute carrier family 35 member G5	AMAC, AMAC1L2	
SLC35G6	solute carrier family 35 member G6	TMEM21B, AMAC1L3	
SLC35H1	solute carrier family 35 member H1	C20orf5, OVCOV1, SLC35C2	CGI-15, bA394O2.1
SLC36A1	solute carrier family 36 member 1		LYAAT-1, PAT1, TRAMD3
SLC36A2	solute carrier family 36 member 2		PAT2, tramdorin, TRAMD1
SLC36A3	solute carrier family 36 member 3		PAT3, TRAMD2, tramdorin2
SLC36A4	solute carrier family 36 member 4		PAT4, FLJ38932
SLC37A1	solute carrier family 37 member 1		SPX1
SLC37A2	solute carrier family 37 member 2		FLJ00171, SPX2
SLC37A3	solute carrier family 37 member 3		DKFZp761N0624, SPX3
SLC37A4	solute carrier family 37 member 4	G6PT1, G6PT2, G6PT3	GSD1b, GSD1c, GSD1d, G6PT, SPX4
SLC38A1	solute carrier family 38 member 1		ATA1, NAT2, SAT1, SNAT1
SLC38A2	solute carrier family 38 member 2		SAT2, ATA2, KIAA1382, SNAT2
SLC38A2-AS1	SLC38A2 antisense RNA 1		
SLC38A3	solute carrier family 38 member 3		G17, SN1, SNAT3
SLC38A4	solute carrier family 38 member 4		PAAT, NAT3, ATA3, SNAT4
SLC38A4-AS1	SLC38A4 antisense RNA 1		
SLC38A5	solute carrier family 38 member 5		SN2, JM24, SNAT5
SLC38A6	solute carrier family 38 member 6		NAT-1, SNAT6
SLC38A7	solute carrier family 38 member 7		FLJ10815, SNAT7
SLC38A8	solute carrier family 38 member 8		SNAT8
SLC38A9	solute carrier family 38 member 9		FLJ90709, SNAT9
SLC38A10	solute carrier family 38 member 10		MGC15523, PP1744, SNAT10
SLC38A11	solute carrier family 38 member 11		FLJ39822, AVT2
SLC38A12	solute carrier family 38 member 12	TMEM104	FLJ20255, FLJ00021
SLC39A1	solute carrier family 39 member 1	ZIRTL	ZIP1
SLC39A1P1	SLC39A1 pseudogene 1		
SLC39A2	solute carrier family 39 member 2		ZIP2
SLC39A3	solute carrier family 39 member 3		ZIP3
SLC39A4	solute carrier family 39 member 4	AEZ	ZIP4, ZIP-4, AWMS2
SLC39A5	solute carrier family 39 member 5		ZIP5
SLC39A6	solute carrier family 39 member 6		LIV-1, ZIP6
SLC39A7	solute carrier family 39 member 7	HKE4	H2-KE4, D6S2244E, KE4, RING5, ZIP7
SLC39A8	solute carrier family 39 member 8		BIGM103, ZIP8, ZIP-8
SLC39A9	solute carrier family 39 member 9		FLJ11274, ZIP9
SLC39A10	solute carrier family 39 member 10		KIAA1265, FLJ90515, DKFZp564L2123, ZIP10
SLC39A11	solute carrier family 39 member 11	C17orf26	ZIP11
SLC39A12	solute carrier family 39 member 12		FLJ30499, ZIP12
SLC39A12-AS1	SLC39A12 antisense RNA 1		
SLC39A13	solute carrier family 39 member 13		FLJ25785, LZT-Hs9, ZIP13, ZIP-13
SLC39A13-AS1	SLC39A13 antisense RNA 1		lnc-SPI1U, LOUP, AC090559.1
SLC39A14	solute carrier family 39 member 14		KIAA0062, NET34, ZIP14, ZIP-14
SLC40A1	solute carrier family 40 member 1	SLC11A3	MTP1, IREG1, FPN1, HFE4, FPN
SLC41A1	solute carrier family 41 member 1		MgtE
SLC41A2	solute carrier family 41 member 2		DKFZP434K0427
SLC41A3	solute carrier family 41 member 3		FLJ20473
SLC41A3-AS1	SLC41A3 antisense RNA 1		
SLC43A1	solute carrier family 43 member 1	POV1	R00504, PB39
SLC43A2	solute carrier family 43 member 2		MGC34680
SLC43A3	solute carrier family 43 member 3		SEEEG-1, Eeg1, DKFZp762A227, FOAP-13, PRO1659
SLC44A1	solute carrier family 44 member 1	CDW92	CTL1, CHTL1, CD92
SLC44A2	solute carrier family 44 member 2 (CTL2 blood group)		CTL2
SLC44A3	solute carrier family 44 member 3		MGC45474, CTL3
SLC44A3-AS1	SLC44A3 antisense RNA 1	LINC01057	
SLC44A3P1	SLC44A3 pseudogene 1		
SLC44A4	solute carrier family 44 member 4	C6orf29	NG22, CTL4, FLJ14491, TPPT, DFNA72
SLC44A5	solute carrier family 44 member 5		MGC34032, CTL5
SLC45A1	solute carrier family 45 member 1	DNB5	
SLC45A2	solute carrier family 45 member 2	MATP	AIM-1, OCA4
SLC45A3	solute carrier family 45 member 3	PCANAP6, PCANAP2, PCANAP8	IPCA-6, prostein, IPCA-2, IPCA-8
SLC45A4	solute carrier family 45 member 4		KIAA1126
SLC45A4-AS1	SLC45A4 antisense RNA 1		
SLC45A4-AS2	SLC45A4 antisense RNA 2		
SLC46A1	solute carrier family 46 member 1		HCP1, MGC9564, PCFT, HsPCFT, hPCFT
SLC46A2	solute carrier family 46 member 2	TSCOT	Ly110
SLC46A2-AS1	SLC46A2 antisense RNA 1		AL139041.1
SLC46A3	solute carrier family 46 member 3		DKFZp686A1775, FLJ42613
SLC47A1	solute carrier family 47 member 1		FLJ10847, MATE1
SLC47A1P1	SLC47A1 pseudogene 1		
SLC47A1P2	SLC47A1 pseudogene 2		
SLC47A2	solute carrier family 47 member 2		FLJ31196, MATE2, MATE2-K
SLC48A1	solute carrier family 48 member 1		FLJ20489, hHRG-1, HRG1
SLC49A3	solute carrier family 49 member 3	MFSD7	FLJ22269, LP2561
SLC49A3-AS1	SLC49A3 antisense RNA 1		
SLC49A4	solute carrier family 49 member 4	DIRC2	FLJ14784, RCC4
SLC50A1	solute carrier family 50 member 1	RAG1AP1	SCP, RP11-540D14.5, slv, RZPDo834D038D, HsSWEET1, SWEET1
SLC51A	solute carrier family 51 member A		OSTalpha, SLC51A1
SLC51B	SLC51 subunit beta		OSTbeta, SLC51A1BP
SLC52A1	solute carrier family 52 member 1	GPR172B	FLJ10060, GPCR42, PAR2, hRFT1, RFVT1
SLC52A2	solute carrier family 52 member 2	GPR172A	FLJ11856, PAR1, GPCR41, D15Ertd747e, RFVT2, hRFT3, RFT3, HuPAR-1
SLC52A3	solute carrier family 52 member 3	C20orf54	bA371L19.1, hRFT2, RFVT3, RFT2
SLC60A1	solute carrier family 60 member 1	MFSD4,MFSD4A	DKFZp761N1114, FLJ34577, UNQ3064, FLJ25004
SLC60A1-AS1	SLC60A1 antisense RNA 1	MFSD4A-AS1	
SLC60A2	solute carrier family 60 member 2	KIAA1919,MFSD4B	MGC33953
SLC60A2-DT	SLC60A2 divergent transcript	MFSD4B-DT	
SLC60A2P1	SLC60A2 pseudogene 1	MFSD4BP1	
SLC61A1	solute carrier family 61 member 1	MFSD5	MGC11308, HsMOT2
SLC66A1	solute carrier family 66 member 1	PQLC2	FLJ20320, LAAT-1, LAAT1
SLC66A1LP	solute carrier family 66 member 1 like, pseudogene	C3orf55, PQLC2L, SLC66A1L	
SLC66A2	solute carrier family 66 member 2	PQLC1	FLJ22378
SLC66A2P1	SLC66A2 pseudogene 1	PQLC1P1	
SLC66A2P2	SLC66A2 pseudogene 2	PQLC1P2	
SLC66A3	solute carrier family 66 member 3	C2orf22, PQLC3	MGC33602
SLC67A1	solute carrier family 67 member 1	IMPT1, ORCTL2, BWSCR1A, SLC22A18, SLC22A1L	BWR1A, TSSC5, ITM
SLC67A1-AS	SLC67A1 antisense RNA	BWSCR1B, ORCTL2S, SLC22A1LS, SLC22A18AS	BWR1B, p27-BWR1B, SLC22A18-AS1
SLC67A2	solute carrier family 67 member 2	MFSD9	MGC11332
SLC68A1	solute carrier family 68 member 1	C10orf77, TMEM180,MFSD13A	FLJ22529, bA18I14.8
SLC68A2P	solute carrier family 68 member 2, pseudogene	MFSD13B	
SLC71A1	solute carrier family 71 member 1	HIAT1,MFSD14A	DKFZP564L0864
SLC71A1-AS1	SLC71A1 antisense RNA 1	MFSD14A-AS1	
SLC71A2	solute carrier family 71 member 2	HIATL1,MFSD14B	FLJ14753
SLC71A3P	solute carrier family 71 member 3, pseudogene	HIATL2, MFSD14C,MFSD14CP	MGC12945
SLC75A1	solute carrier family 75 member 1	MFSD10	IT10C3, TETRAN, SLC75A1
SLCO1A2	solute carrier organic anion transporter family member 1A2	SLC21A3	OATP, OATP1A2, OATP-A
SLCO1B1	solute carrier organic anion transporter family member 1B1	SLC21A6	OATP-C, LST-1, OATP1B1
SLCO1B3	solute carrier organic anion transporter family member 1B3	SLC21A8	OATP8, OATP1B3
SLCO1B3-SLCO1B7	SLCO1B3-SLCO1B7 readthrough		OATP1B3-1B7, LST-3TM12
SLCO1B7	solute carrier organic anion transporter family member 1B7 (putative)		LST3, SLC21A21
SLCO1C1	solute carrier organic anion transporter family member 1C1	SLC21A14	OATP-F, OATP1C1, OATP1
SLCO2A1	solute carrier organic anion transporter family member 2A1	SLC21A2, MATR1	PGT, OATP2A1
SLCO2B1	solute carrier organic anion transporter family member 2B1	SLC21A9	OATP-B, OATP2B1
SLCO3A1	solute carrier organic anion transporter family member 3A1	SLC21A11	OATP-D, OATP3A1
SLCO4A1	solute carrier organic anion transporter family member 4A1	SLC21A12	OATP-E, OATP4A1
SLCO4A1-AS1	SLCO4A1 antisense RNA 1		
SLCO4A1-AS2	SLCO4A1 antisense RNA 2		
SLCO4C1	solute carrier organic anion transporter family member 4C1		SLC21A20, OATP4C1, OATPX, OATP-H
SLCO5A1	solute carrier organic anion transporter family member 5A1	SLC21A15	OATPRP4, OATP-J, OATP5A1
SLCO5A1-AS1	SLCO5A1 antisense RNA 1		
SLCO6A1	solute carrier organic anion transporter family member 6A1		OATP6A1, OATPY, MGC26949, CT48
SLEAR	STAT1 regulated ILF2 complex interacting lncRNA		FLJ42969
SLF1	SMC5/6 complex localization factor 1	BRCTD1, ANKRD32	DKFZp761C121, DKFZp564C0469, BRCTx, hNSE5
SLF2	SMC5/6 complex localization factor 2	C10orf6, FAM178A	FLJ10512, FLJ25012, hNSE6
SLFN5	schlafen family member 5		MGC19764
SLFN11	schlafen family member 11		FLJ34922
SLFN12	schlafen family member 12		FLJ10260
SLFN12L	schlafen family member 12 like		
SLFN13	schlafen family member 13		FLJ31952
SLFN14	schlafen family member 14		
SLFNL1	schlafen like 1		FLJ23878
SLFNL1-AS1	SLFNL1 antisense RNA 1		
SLIRP	SRA stem-loop interacting RNA binding protein	C14orf156	DC50
SLIRP-OT1	SLIRP overlapping transcript 1	C14orf178	FLJ25976
SLIRPP1	SLIRP. pseudogene 1		
SLIRPP2	SLIRP. pseudogene 2		
SLIT1	slit guidance ligand 1	SLIL1	MEGF4, Slit-1, SLIT3
SLIT1-AS1	SLIT1 antisense RNA 1		
SLIT2	slit guidance ligand 2	SLIL3	Slit-2
SLIT2-AS1	SLIT2 antisense RNA 1		
SLIT2-IT1	SLIT2 intronic transcript 1		
SLIT3	slit guidance ligand 3	SLIL2	slit2, MEGF5, SLIT1, Slit-3
SLIT3-AS1	SLIT3 antisense RNA 1		
SLIT3-AS2	SLIT3 antisense RNA 2		
SLITRK1	SLIT and NTRK like family member 1	LRRC12	KIAA1910
SLITRK2	SLIT and NTRK like family member 2	SLITL1, TMEM257, CXorf1	KIAA1854, CXorf2
SLITRK3	SLIT and NTRK like family member 3		KIAA0848
SLITRK4	SLIT and NTRK like family member 4		DKFZp547M2010
SLITRK5	SLIT and NTRK like family member 5	LRRC11	bA364G4.2, KIAA0918
SLITRK6	SLIT and NTRK like family member 6		FLJ22774
SLK	STE20 like kinase		STK2, se20-9, KIAA0204
SLMAP	sarcolemma associated protein		SLAP, KIAA1601
SLN	sarcolipin		MGC12301, MGC125854, MGC125855
SLPI	secretory leukocyte peptidase inhibitor		HUSI-I, ALK1, ALP, BLPI, HUSI, WAP4, WFDC4
SLTM	SAFB like transcription modulator		Met, FLJ13213
SLU7	spliceosome associated SLU7		9G8
SLURP1	secreted LY6/PLAUR domain containing 1		ARS, ANUP, MDM, ArsB, LY6LS, LY6-MT
SLURP2	secreted LY6/PLAUR domain containing 2		
SLURP2-AS1	SLURP2 antisense RNA 1		
SLX1A	structure-specific endonuclease subunit SLX1A	GIYD1	
SLX1A-SULT1A3	SLX1A-SULT1A3 readthrough (NMD candidate)		
SLX1B	structure-specific endonuclease subunit SLX1B	GIYD2	MGC5178
SLX1B-SULT1A4	SLX1B-SULT1A4 readthrough (NMD candidate)		
SLX4	SLX4 structure-specific endonuclease subunit	BTBD12	KIAA1784, KIAA1987, FANCP
SLX4IP	SLX4 interacting protein	C20orf94	dJ1099D15.3
SLX9	SLX9 ribosome biogenesis factor	C21orf70, FAM207A	PRED56
SLX9P1	SLX9 pseudogene 1	FAM207BP	
SLX9P2	SLX9 pseudogene 2		
SLX9P3	SLX9 pseudogene 3	FAM207CP	
SMAD1	SMAD family member 1	MADH1	MADR1, JV4-1
SMAD1-AS1	SMAD1 antisense RNA 1		ENST00000513542
